,REPORT,CATEGORY
269,diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing . ,0
270,not at all clear what it's trying to say and even if it were  i doubt it would be all that interesting . ,0
271,storytelling feels slight . ,0
272,"[swimfan] falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting . ",0
273,this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero . ,0
274,"silly , loud and goofy . ",0
275,why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ? ,0
276,"the french director has turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing . ",0
277,the basic premise is intriguing but quickly becomes distasteful and downright creepy . ,0
278,the pool drowned me in boredom . ,0
279,it's like an all-star salute to disney's cheesy commercialism . ,0
280,"it's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one . ",0
281,"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity . ",0
282,"there's an excellent 90-minute film here ; unfortunately , it runs for 170 . ",0
283,"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses . ",0
284,"die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with . ",0
285,"as is often the case with ambitious , eager first-time filmmakers , mr . murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold . ",0
286,"the mystery of enigma is how a rich historical subject , combined with so much first-rate talent . . . could have yielded such a flat , plodding picture . ",0
287,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging . ",0
288,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror/action hybrid . ,0
289,bad company . bad movie . just plain bad . ,0
290,"it's not only dull because we've seen [eddie] murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed . ",0
291,avary's film never quite emerges from the shadow of ellis' book . ,0
292,"a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda . ",0
293,"while it is interesting to witness the conflict from the palestinian side , longley's film lacks balance . . . and fails to put the struggle into meaningful historical context . ",0
294,"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the "" saving private ryan "" battle scenes before realizing steven spielberg got it right the first time ? ",0
295,"it's sincere to a fault , but , unfortunately , not very compelling or much fun . ",0
296," . . . jones , despite a definitely distinctive screen presence , just isn't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts . ",0
297,this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter . ,0
298,"why , you may ask , why should you buy the movie milk when the tv cow is free ? there's no good answer to that one . ",0
299,"this slow-moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party . ",0
300,"a muddled limp biscuit of a movie , a vampire soap opera that doesn't make much sense even on its own terms . ",0
301,"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream . ",0
302,this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action . ,0
303,this is amusing for about three minutes . ,0
304,"klein , charming in comedies like american pie and dead-on in election , delivers one of the saddest action hero performances ever witnessed . ",0
305,"it's rare to see a movie that takes such a speedy swan dive from "" promising "" to "" interesting "" to "" familiar "" before landing squarely on "" stupid "" . ",0
306,"this is the sort of low-grade dreck that usually goes straight to video --with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes . ",0
307,"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why . ",0
308,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending . ,0
309,"it won't harm anyone , but neither can i think of a very good reason to rush right out and see it . after all , it'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies . ",0
310,looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights . ,0
